alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
4.74,0.21,5.17,4.99,3.25,-0.03,Agressive,Agressive
4.78,0.21,5.08,5.27,3.3,-0.03,Agressive,Agressive
4.62,0.22,5.04,6.22,3.47,-0.02,Agressive,Agressive
4.37,0.23,5.08,6.78,3.48,-0.01,Agressive,Agressive
4.46,0.22,5.14,7.1,3.49,-0.02,Agressive,Agressive
4.65,0.21,5.16,7.33,3.5,-0.03,Agressive,Agressive
4.87,0.21,5.14,7.52,3.44,-0.04,Agressive,Agressive
5,0.2,5.24,7.63,3.55,-0.05,Agressive,Agressive
5.07,0.2,5.32,7.64,3.66,-0.05,Agressive,Agressive
5.04,0.2,5.36,7.65,3.67,-0.06,Agressive,Agressive
5.02,0.2,5.35,7.67,3.6,-0.06,Agressive,Agressive
4.98,0.2,5.17,7.68,3.29,-0.07,Agressive,Agressive
4.89,0.2,5.08,7.66,3.44,-0.09,Agressive,Agressive
4.9,0.2,5.12,7.47,3.64,-0.09,Agressive,Agressive
4.88,0.21,5.14,7.15,3.64,-0.07,Agressive,Agressive
4.82,0.21,5.07,6.89,3.64,-0.06,Agressive,Agressive
4.68,0.21,5.04,6.69,3.65,-0.05,Agressive,Agressive
4.47,0.22,4.91,6.26,3.61,-0.04,Agressive,Agressive
4.31,0.23,4.77,5.9,3.56,-0.03,Agressive,Agressive
4.2,0.24,4.73,5.9,3.52,-0.03,Agressive,Agressive
4.44,0.23,4.74,5.96,4.5,-0.03,Agressive,Agressive
5.13,0.19,6.7,6.33,5.56,-0.02,Agressive,Agressive
6.3,0.16,7.06,8.15,5.63,0,Agressive,Agressive
7.38,0.14,7.09,9.25,5.61,0,Agressive,Agressive
7.72,0.13,7.1,9.6,5.58,0,Agressive,Agressive
7.78,0.13,7.1,9.66,5.58,0,Agressive,Agressive
7.8,0.13,7.11,9.69,5.58,0,Agressive,Agressive
7.8,0.13,7.11,9.72,5.6,0,Agressive,Agressive
7.8,0.13,7.24,9.72,5.69,0,Agressive,Agressive
7.81,0.13,7.4,9.74,5.71,0,Agressive,Agressive
7.82,0.13,7.4,9.82,5.71,0,Agressive,Agressive
7.81,0.13,7.24,9.88,5.29,0,Agressive,Agressive
7.76,0.13,6.55,9.85,4.05,0,Agressive,Agressive
7.4,0.14,6.35,9.61,4.08,0,Agressive,Agressive
6.69,0.15,6.32,9.06,4.05,0,Agressive,Agressive
5.58,0.18,6.31,8.55,4.19,0,Agressive,Agressive
5.22,0.19,6.39,8.46,4.29,0,Agressive,Agressive
5.14,0.19,6.38,8.48,4.33,0,Agressive,Agressive
5.26,0.19,6.37,8.53,4.33,0,Agressive,Agressive
5.22,0.19,5.52,8.55,4.06,0,Agressive,Agressive
5.02,0.2,5.34,8.4,4.09,0,Agressive,Agressive
4.94,0.2,5.32,8.09,4.15,0,Agressive,Agressive
5.02,0.2,5.3,7.8,4.16,0,Agressive,Agressive
5.11,0.2,5.45,7.62,4.19,0,Agressive,Agressive
5.13,0.19,5.4,7.57,4.12,0,Agressive,Agressive
5.22,0.19,5.87,7.55,4.4,0,Agressive,Agressive
5.56,0.18,6.04,7.58,4.25,0,Agressive,Agressive
6.07,0.16,5.97,7.61,4.23,0,Agressive,Agressive
6.32,0.16,5.97,7.45,4.19,0,Agressive,Agressive
6.35,0.16,5.91,7.2,3.86,0,Agressive,Agressive
6.34,0.16,5.84,7.1,3.7,0.01,Agressive,Agressive
6.35,0.16,5.88,7.07,3.7,0.01,Agressive,Agressive
6.33,0.16,5.91,7.04,3.73,0,Agressive,Agressive
6.3,0.16,5.97,7.04,3.81,0,Agressive,Agressive
6.28,0.16,6.01,7.12,3.79,0.01,Agressive,Agressive
6.31,0.16,7.25,7.38,5.01,0.01,Agressive,Agressive
7.36,0.14,8.7,8.66,5.6,0,Agressive,Agressive
8.63,0.12,8.78,9.93,5.6,0,Agressive,Agressive
9.13,0.11,8.79,10.38,5.6,0,Agressive,Agressive
9.25,0.11,8.79,10.46,5.6,0,Agressive,Agressive
9.26,0.11,8.79,10.49,5.6,0,Agressive,Agressive
9.28,0.11,8.79,10.52,5.6,0,Agressive,Agressive
9.29,0.11,8.79,10.53,5.6,0,Agressive,Agressive
9.29,0.11,8.79,10.54,5.59,0,Agressive,Agressive
9.29,0.11,8.78,10.54,5.56,0,Agressive,Agressive
9.29,0.11,8.78,10.54,5.56,0,Agressive,Agressive
9.28,0.11,7.8,10.51,3.05,0,Agressive,Agressive
9.13,0.11,5.74,10.31,2.89,0,Agressive,Agressive
8.4,0.12,4.57,9.65,3.01,0,Agressive,Agressive
6.78,0.15,4.51,8.5,3,0,Agressive,Agressive
6.22,0.16,4.54,7.81,2.96,0,Agressive,Agressive
5.83,0.17,4.92,7.42,4.67,0,Agressive,Agressive
5.49,0.18,7.58,7.1,5.76,0,Agressive,Agressive
6.95,0.14,7.64,8.49,5.76,0,Agressive,Agressive
7.99,0.13,7.65,9.31,5.8,0,Agressive,Agressive
8.22,0.12,7.74,9.47,5.86,0,Agressive,Agressive
8.23,0.12,7.76,9.5,5.87,0,Agressive,Agressive
8.26,0.12,7.77,9.6,5.89,0,Agressive,Agressive
8.28,0.12,7.76,9.64,5.89,0,Agressive,Agressive
8.29,0.12,7.79,9.64,5.9,0,Agressive,Agressive
8.32,0.12,7.79,9.65,5.91,0,Agressive,Agressive
8.33,0.12,7.79,9.65,5.91,0,Agressive,Agressive
8.33,0.12,7.52,9.65,4.56,0,Agressive,Agressive
8.27,0.12,6.08,9.55,4.4,0,Agressive,Agressive
7.8,0.13,6.03,9,4.43,0,Agressive,Agressive
6.95,0.14,5.99,8.16,4,0,Agressive,Agressive
6.29,0.16,5.19,7.98,4.37,0,Agressive,Agressive
6.17,0.16,5.1,7.74,4.28,-0.01,Agressive,Agressive
5.8,0.17,5.11,6.8,4.27,-0.01,Agressive,Agressive
5.73,0.17,5.12,6.16,4.44,-0.01,Agressive,Agressive
5.44,0.18,4.73,6.35,4.56,-0.01,Agressive,Agressive
4.18,0.24,4.5,4.58,2.47,-0.02,Sad,Sad
4.2,0.24,4.96,4.57,2.5,-0.03,Sad,Sad
4.61,0.22,5.02,4.53,2.45,-0.05,Sad,Sad
4.89,0.2,4.99,4.66,2.44,-0.05,Sad,Sad
5.02,0.2,4.98,4.82,2.45,-0.05,Sad,Sad
5.13,0.19,4.88,4.83,2.09,-0.05,Sad,Sad
5.16,0.19,4.86,4.76,2.51,-0.04,Sad,Sad
5.13,0.19,4.96,4.66,2.49,-0.05,Sad,Sad
5.14,0.19,4.9,4.68,2.47,-0.05,Sad,Sad
5.13,0.19,4.87,4.77,2.49,-0.05,Sad,Sad
5.11,0.2,4.79,4.79,2.46,-0.05,Sad,Sad
5.07,0.2,4.36,4.9,2.12,-0.05,Sad,Sad
4.92,0.2,3.97,4.92,2.47,-0.04,Sad,Sad
4.6,0.22,4.25,4.96,2.51,-0.04,Sad,Sad
4.35,0.23,4.26,4.93,2.51,-0.02,Sad,Sad
4.23,0.24,4.26,4.99,2.51,-0.01,Sad,Sad
4.12,0.24,4.25,5.08,2.52,-0.01,Sad,Sad
4.05,0.25,3.87,5.21,2.01,-0.01,Sad,Sad
4.02,0.25,3.89,5.27,2.35,-0.01,Sad,Sad
3.97,0.25,4.1,5.24,2.37,-0.01,Sad,Sad
4.09,0.24,4.13,5.25,2.51,-0.01,Sad,Sad
4.28,0.23,4.15,5.27,2.6,0,Sad,Sad
4.42,0.23,4.2,5.38,2.61,0,Sad,Sad
4.46,0.22,3.88,5.49,2.41,0,Sad,Sad
4.44,0.23,3.75,5.45,2.63,0,Sad,Sad
4.35,0.23,4.21,5.36,2.89,0.01,Sad,Sad
4.36,0.23,4.27,5.33,2.89,0.01,Sad,Sad
4.39,0.23,4.27,5.28,2.88,0.01,Sad,Sad
4.37,0.23,4.25,5.18,2.88,0.02,Sad,Sad
4.35,0.23,4.06,5.13,2.71,0.02,Sad,Sad
4.3,0.23,4.01,5.07,2.93,0.02,Sad,Sad
4.19,0.24,4.42,5.08,2.97,0.01,Sad,Sad
4.17,0.24,4.45,5.14,2.94,0,Sad,Sad
4.13,0.24,4.45,4.99,2.93,0,Sad,Sad
4.1,0.24,4.43,4.75,2.84,0.01,Sad,Sad
4.07,0.25,4.23,4.64,2.5,0.01,Sad,Sad
3.98,0.25,4.23,4.59,2.82,0.01,Sad,Sad
3.82,0.26,4.54,4.7,2.92,0.01,Sad,Sad
3.93,0.25,4.59,4.75,2.91,0.01,Sad,Sad
4.19,0.24,4.59,4.73,2.9,0,Sad,Sad
4.24,0.24,4.6,4.74,2.89,-0.01,Sad,Sad
4.38,0.23,4.4,4.94,2.45,-0.02,Sad,Sad
4.39,0.23,4.44,5.12,2.82,-0.02,Sad,Sad
4.25,0.24,4.47,5.24,2.84,-0.03,Sad,Sad
4.4,0.23,4.47,5.25,2.85,-0.04,Sad,Sad
4.6,0.22,4.47,5.27,2.83,-0.05,Sad,Sad
4.62,0.22,4.48,5.28,2.81,-0.05,Sad,Sad
4.7,0.21,4.08,5.26,2.63,-0.04,Sad,Sad
4.71,0.21,4.11,5.17,2.65,-0.05,Sad,Sad
4.64,0.22,4.1,5.15,2.63,-0.04,Sad,Sad
4.65,0.21,4.08,5.32,2.61,-0.04,Sad,Sad
4.61,0.22,4.04,5.36,2.62,-0.04,Sad,Sad
4.51,0.22,3.99,5.24,2.41,-0.03,Sad,Sad
4.49,0.22,3.98,5.11,2.57,-0.03,Sad,Sad
4.42,0.23,3.97,5.13,2.52,-0.03,Sad,Sad
4.2,0.24,3.99,5.12,2.51,-0.01,Sad,Sad
4.13,0.24,3.97,5.11,2.56,0,Sad,Sad
4.09,0.24,3.95,5.11,2.55,0.01,Sad,Sad
3.97,0.25,3.86,5.09,2.47,0.01,Sad,Sad
3.8,0.26,4.12,5.13,2.69,0,Sad,Sad
3.68,0.27,4.14,5,2.71,-0.01,Sad,Sad
3.77,0.27,4.14,4.83,2.74,-0.03,Sad,Sad
3.79,0.26,4.14,4.83,2.72,-0.03,Sad,Sad
3.87,0.26,4.17,4.75,2.6,-0.02,Sad,Sad
3.96,0.25,4.41,4.32,2.88,-0.02,Sad,Sad
3.99,0.25,4.53,3.95,2.94,-0.01,Sad,Sad
4.09,0.24,4.55,4.22,2.95,-0.01,Sad,Sad
4.12,0.24,4.56,4.25,2.95,-0.01,Sad,Sad
4.15,0.24,4.56,4.29,2.97,-0.01,Sad,Sad
4.21,0.24,4.47,4.36,2.75,-0.02,Sad,Sad
4.23,0.24,4.49,4.39,2.85,-0.02,Sad,Sad
4.13,0.24,4.56,4.43,2.92,-0.02,Sad,Sad
4.03,0.25,4.63,4.45,2.96,-0.01,Sad,Sad
4.12,0.24,4.61,4.46,2.95,-0.02,Sad,Sad
4.18,0.24,4.68,4.45,3.01,-0.02,Sad,Sad
4.17,0.24,4.41,4.54,2.9,-0.03,Sad,Sad
4.05,0.25,4.36,4.53,2.86,-0.05,Sad,Sad
3.94,0.25,4.4,4.42,2.88,-0.06,Sad,Sad
4.16,0.24,4.42,4.54,2.87,-0.02,Sad,Sad
4.42,0.23,4.44,4.65,2.87,-0.01,Sad,Sad
4.53,0.22,4.38,4.67,3.03,-0.01,Sad,Sad
4.59,0.22,4.47,4.61,2.97,0,Sad,Sad
4.74,0.21,4.41,4.61,2.97,0,Sad,Sad
4.85,0.21,4.35,4.75,2.96,0,Sad,Sad
4.87,0.21,4.33,4.75,2.95,0,Sad,Sad
4.85,0.21,4.09,4.72,2.7,0.01,Sad,Sad
4.82,0.21,4.2,4.71,2.94,0.01,Sad,Sad
4.88,0.21,4.31,4.71,2.94,0.01,Sad,Sad
4.96,0.2,4.28,4.65,2.9,0.01,Sad,Sad
4.9,0.2,4.26,4.56,2.91,0,Sad,Sad
4.76,0.21,4.26,4.39,2.92,0,Sad,Sad
4.66,0.21,4.29,4.31,2.94,0,Sad,Sad
4.57,0.22,4.36,4.37,2.96,0,Sad,Sad
4.47,0.22,4.35,4.46,2.97,0,Sad,Sad
4.49,0.22,4.38,4.49,2.96,-0.01,Sad,Sad
4.52,0.22,4.39,4.52,2.96,-0.01,Sad,Sad
4.49,0.22,4.37,4.47,2.91,-0.01,Sad,Sad
4.52,0.22,4.46,4.54,2.96,-0.01,Sad,Sad
4.44,0.23,4.38,4.55,2.94,-0.01,Sad,Sad
4.34,0.23,4.38,4.52,2.96,-0.03,Sad,Sad
4.35,0.23,4.38,4.54,2.99,-0.03,Sad,Sad
4.47,0.22,4.37,4.55,2.94,-0.03,Sad,Sad
4.58,0.22,4.24,4.64,2.98,-0.02,Sad,Sad
4.67,0.21,4.25,4.75,2.95,-0.01,Sad,Sad
4.7,0.21,4.27,4.64,2.93,0,Sad,Sad
4.67,0.21,4.27,4.48,2.93,-0.01,Sad,Sad
4.68,0.21,4.24,4.49,2.95,-0.01,Sad,Sad
4.22,0.24,4.7,5.01,2.83,0.01,Calm,Calm
4.08,0.24,4.66,4.96,2.83,0.03,Calm,Calm
3.94,0.25,4.61,4.94,2.85,0.04,Calm,Calm
3.92,0.26,4.49,4.94,2.9,0.04,Calm,Calm
3.92,0.26,4.35,4.8,2.84,0.03,Calm,Calm
3.91,0.26,4.35,4.6,2.89,0.02,Calm,Calm
3.89,0.26,4.32,4.44,2.87,0.02,Calm,Calm
3.91,0.26,4.31,4.35,2.88,0.02,Calm,Calm
3.91,0.26,4.35,4.25,2.85,0.02,Calm,Calm
3.92,0.25,4.5,4.13,2.99,0.02,Calm,Calm
3.9,0.26,4.46,4.09,2.96,0.01,Calm,Calm
3.79,0.26,4.49,4.24,3,0,Calm,Calm
3.74,0.27,4.57,4.23,3.2,-0.01,Calm,Calm
3.83,0.26,4.59,4.54,3.2,-0.01,Calm,Calm
3.87,0.26,4.67,4.95,3.28,-0.01,Calm,Calm
3.79,0.26,4.69,4.99,3.27,-0.01,Calm,Calm
3.73,0.27,4.7,4.97,3.25,-0.02,Calm,Calm
3.88,0.26,4.73,5.06,3.24,-0.03,Calm,Calm
4.02,0.25,4.73,5.12,3.29,-0.02,Calm,Calm
4.07,0.25,4.64,5.19,3.25,-0.02,Calm,Calm
4.07,0.25,4.39,5.21,3.2,-0.02,Calm,Calm
4.09,0.24,4.43,5.19,3.21,-0.02,Calm,Calm
4.25,0.24,4.38,5.15,3.1,-0.01,Calm,Calm
4.29,0.23,4.31,5.13,2.98,-0.01,Calm,Calm
4.23,0.24,4.3,4.98,2.99,-0.01,Calm,Calm
4.29,0.23,4.09,4.7,3.06,-0.01,Calm,Calm
4.25,0.24,4.09,4.63,3.11,-0.01,Calm,Calm
4.08,0.25,4.04,4.61,3.13,-0.01,Calm,Calm
3.93,0.25,4.02,4.78,3.13,-0.01,Calm,Calm
3.78,0.26,4.03,4.92,3.21,-0.01,Calm,Calm
3.72,0.27,4.1,5.01,3.18,-0.01,Calm,Calm
3.75,0.27,4.16,5.16,3.18,-0.02,Calm,Calm
3.73,0.27,4.14,5.23,3.22,-0.02,Calm,Calm
3.44,0.29,4.14,5.21,3.22,-0.03,Calm,Calm
3.32,0.3,4.12,5.21,3.23,-0.03,Calm,Calm
3.29,0.3,4.1,5.19,3.04,-0.01,Calm,Calm
3.19,0.31,4.22,5.18,2.91,-0.01,Calm,Calm
3.4,0.29,4.31,5.2,2.9,0,Calm,Calm
3.59,0.28,7.54,5.34,5.53,0,Calm,Calm
6.07,0.16,7.83,7.53,5.57,0,Calm,Calm
7.66,0.13,7.94,8.87,5.62,0,Calm,Calm
8.2,0.12,7.95,9.37,5.62,0,Calm,Calm
8.27,0.12,7.95,9.48,5.63,0,Calm,Calm
8.27,0.12,7.97,9.52,5.64,0,Calm,Calm
8.27,0.12,7.98,9.56,5.65,0,Calm,Calm
8.3,0.12,7.98,9.63,5.65,0,Calm,Calm
8.34,0.12,7.98,9.71,5.65,0,Calm,Calm
8.36,0.12,7.99,9.74,5.67,0,Calm,Calm
8.36,0.12,7.98,9.75,5.4,0,Calm,Calm
8.36,0.12,6.75,9.74,4.46,0,Calm,Calm
8.13,0.12,6.27,9.54,4.22,0,Calm,Calm
7.28,0.14,5.78,9.02,4.13,0,Calm,Calm
6.62,0.15,5.69,8.65,4.05,0,Calm,Calm
6.52,0.15,5.58,8.54,4,0,Calm,Calm
6.52,0.15,5.36,8.36,3.9,0,Calm,Calm
6.46,0.15,5.29,8.13,3.86,0,Calm,Calm
6.22,0.16,5.28,7.8,3.86,-0.01,Calm,Calm
5.92,0.17,5.18,7.4,3.76,-0.01,Calm,Calm
5.71,0.18,4.98,7.12,3.83,-0.01,Calm,Calm
5.59,0.18,4.91,7.12,2.9,-0.01,Calm,Calm
5.57,0.18,3.77,7.2,2.5,-0.01,Calm,Calm
5.29,0.19,3.01,7.22,2.73,-0.01,Calm,Calm
4.39,0.23,3.2,6.91,2.76,-0.03,Calm,Calm
3.56,0.28,3.36,6.47,2.96,-0.05,Calm,Calm
3.35,0.3,3.43,6.29,3.01,-0.06,Calm,Calm
3.25,0.31,3.79,6.28,3.35,-0.08,Calm,Calm
3.29,0.3,4.29,6.32,3.88,-0.08,Calm,Calm
3.6,0.28,4.69,6.45,4.05,-0.04,Calm,Calm
4.17,0.24,4.73,7.06,3.98,0,Calm,Calm
4.79,0.21,4.8,7.48,4.1,0.01,Calm,Calm
5.09,0.2,4.89,7.54,4.11,0.01,Calm,Calm
5.21,0.19,4.89,7.53,4.05,0.01,Calm,Calm
5.3,0.19,4.85,7.52,4.04,0.02,Calm,Calm
5.42,0.18,4.89,7.55,4.1,0.01,Calm,Calm
5.49,0.18,4.91,7.59,4.06,0.01,Calm,Calm
5.49,0.18,4.93,7.61,4.06,0.01,Calm,Calm
5.48,0.18,4.86,7.59,3.79,0.01,Calm,Calm
5.47,0.18,4.53,7.58,3.49,0.01,Calm,Calm
5.4,0.19,4.44,7.49,3.54,0.01,Calm,Calm
5.23,0.19,4.43,7,3.53,0.01,Calm,Calm
4.97,0.2,4.28,6.49,3.38,0.01,Calm,Calm
4.66,0.21,4.22,6.28,3.37,0.01,Calm,Calm
4.59,0.22,4.28,6.11,3.42,0,Calm,Calm
4.3,0.23,4.35,6.03,3.41,0,Calm,Calm
4.07,0.25,4.2,5.81,3.28,0,Calm,Calm
3.99,0.25,4.14,5.42,3.44,0,Calm,Calm
3.99,0.25,4.37,5.06,3.43,0,Calm,Calm
3.98,0.25,4.41,4.86,3.18,0,Calm,Calm
3.99,0.25,4.42,4.78,3.3,0,Calm,Calm
4,0.25,4.46,4.78,3.22,0,Calm,Calm
4.25,0.24,4.54,5.15,3.13,-0.01,Calm,Calm
4.68,0.21,4.73,5.35,3.09,-0.02,Calm,Calm
4.91,0.2,4.73,5.32,3.07,-0.01,Calm,Calm
5.26,0.19,4.72,5.33,3.06,-0.01,Calm,Calm
5.56,0.18,4.75,5.38,3.18,-0.01,Calm,Calm
5.6,0.18,4.8,5.41,3.17,-0.01,Calm,Calm
5.58,0.18,4.81,5.43,3,-0.01,Calm,Calm
5.59,0.18,4.64,5.48,2.99,-0.01,Calm,Calm
5.6,0.18,4.57,5.46,2.93,-0.01,Calm,Calm
5.6,0.18,4.59,5.42,2.68,-0.01,Calm,Calm
5.6,0.18,4.4,5.38,2.64,-0.01,Calm,Calm
5.47,0.18,4.57,5.07,2.96,0,Calm,Calm
5.4,0.19,4.83,4.71,3.07,-0.01,Calm,Calm
5.37,0.19,4.92,5.38,3.14,0,Calm,Calm
4.9,0.2,4.9,6.07,3.05,0,Calm,Calm
4.47,0.22,4.86,6.46,2.91,0,Calm,Calm
4.41,0.23,4.23,5.45,3.2,0.02,Calm,Happy
4.39,0.23,4.17,5.38,3.14,0.02,Calm,Happy
4.37,0.23,3.87,5.17,3.11,0.02,Calm,Happy
4.27,0.23,3.85,4.43,3.11,0.02,Calm,Happy
3.76,0.27,4.23,3.87,3.29,0.01,Calm,Happy
3.28,0.3,4.28,4.07,3.4,0,Calm,Happy
3.41,0.29,4.37,4.32,3.63,-0.02,Calm,Happy
3.84,0.26,4.46,4.53,3.65,-0.02,Calm,Happy
4.2,0.24,4.18,4.71,3.59,-0.01,Calm,Happy
4.28,0.23,4.11,4.72,3.64,-0.02,Calm,Happy
4.22,0.24,4.62,4.7,3.72,-0.02,Calm,Happy
4.18,0.24,4.71,4.75,3.76,-0.02,Calm,Happy
4.16,0.24,4.77,4.87,3.82,-0.02,Calm,Happy
4.16,0.24,4.82,4.99,3.82,-0.02,Calm,Happy
4.16,0.24,4.88,5.03,3.9,-0.02,Calm,Happy
4.18,0.24,5.17,5.02,3.91,-0.02,Calm,Happy
4.2,0.24,5.21,5.26,3.87,-0.01,Calm,Happy
4.23,0.24,5.28,5.55,3.71,-0.01,Calm,Happy
4.03,0.25,5.27,5.51,3.7,-0.02,Calm,Happy
3.95,0.25,5.26,5.43,3.64,-0.03,Calm,Happy
4.09,0.24,5.24,5.41,3.61,-0.03,Calm,Happy
4.2,0.24,4.93,5.4,3.5,-0.03,Calm,Happy
4.27,0.23,4.96,5.34,3.45,-0.03,Calm,Happy
4.28,0.23,4.96,5.26,3.46,-0.03,Calm,Happy
4.3,0.23,4.95,5.22,3.41,-0.03,Calm,Happy
4.31,0.23,4.83,5.24,3.1,-0.03,Calm,Happy
4.31,0.23,4.39,5.21,3.02,-0.03,Calm,Happy
4.19,0.24,4.15,4.77,2.9,-0.04,Calm,Happy
4.07,0.25,4.38,4.1,3.09,-0.04,Calm,Happy
3.98,0.25,4.42,4.19,3.13,-0.03,Calm,Happy
3.96,0.25,4.4,4.31,3.31,-0.02,Calm,Happy
3.84,0.26,4.41,4.29,3.41,-0.02,Calm,Happy
3.67,0.27,4.41,4.32,3.4,-0.01,Calm,Happy
3.64,0.27,4.41,4.42,3.63,-0.01,Calm,Happy
3.58,0.28,4.67,4.52,3.57,-0.02,Calm,Happy
3.56,0.28,4.68,4.6,3.61,-0.02,Calm,Happy
3.65,0.27,4.58,4.69,3.62,-0.02,Calm,Happy
3.64,0.28,4.53,4.65,3.63,-0.02,Calm,Happy
3.59,0.28,4.41,4.57,3.67,-0.01,Calm,Happy
3.52,0.28,4.69,4.47,3.71,-0.01,Calm,Happy
3.52,0.28,4.76,4.48,3.69,-0.01,Calm,Happy
3.94,0.25,4.76,4.74,3.54,0,Calm,Happy
4.14,0.24,4.79,4.94,3.63,0,Calm,Happy
4.13,0.24,4.79,5,3.69,0,Calm,Happy
4.11,0.24,4.59,5,3.53,0.01,Calm,Happy
4.14,0.24,4.59,4.95,3.6,0,Calm,Happy
4.2,0.24,4.57,4.8,3.6,0,Calm,Happy
4.28,0.23,4.61,4.78,3.63,0,Calm,Happy
4.32,0.23,4.61,4.8,3.59,0,Calm,Happy
4.35,0.23,4.6,4.85,3.48,0,Calm,Happy
4.37,0.23,4.27,4.85,3.46,0,Calm,Happy
4.18,0.24,4.29,4.68,3.4,-0.01,Calm,Happy
3.84,0.26,4.28,4.52,3.39,-0.02,Calm,Happy
3.72,0.27,4.24,4.43,3.2,-0.03,Calm,Happy
3.73,0.27,4.3,4.37,3.14,-0.04,Calm,Happy
3.75,0.27,4.15,4.47,3.07,-0.04,Calm,Happy
3.69,0.27,4.35,4.64,3.17,-0.04,Calm,Happy
3.49,0.29,4.41,4.67,3.06,-0.04,Calm,Happy
3.42,0.29,4.41,4.64,3.09,-0.03,Calm,Happy
3.47,0.29,4.37,4.66,3.08,-0.02,Calm,Happy
3.37,0.3,4.38,4.65,3.05,-0.01,Calm,Happy
3.27,0.31,3.99,4.74,2.97,-0.01,Calm,Happy
3.32,0.3,4.37,4.81,3.11,0,Calm,Happy
3.52,0.28,4.38,4.78,3.13,0,Calm,Happy
3.7,0.27,4.35,4.72,3.31,0,Calm,Happy
3.78,0.26,4.48,4.77,3.95,0.01,Calm,Happy
3.92,0.26,4.8,5.24,3.9,0,Calm,Happy
4.26,0.23,4.63,5.86,4,0,Calm,Happy
4.43,0.23,4.65,6.18,4.03,0,Calm,Happy
4.45,0.22,4.64,6.27,4.02,-0.01,Calm,Happy
4.45,0.22,4.64,6.3,4.02,-0.01,Calm,Happy
4.47,0.22,4.75,6.32,4.14,-0.01,Calm,Happy
4.48,0.22,4.93,6.29,4.43,-0.01,Calm,Happy
4.5,0.22,4.94,6.28,4.56,-0.01,Calm,Happy
4.48,0.22,5.04,6.28,4.66,0,Calm,Happy
4.41,0.23,5.13,6.3,4.83,0,Calm,Happy
4.42,0.23,4.94,6.29,4.64,0,Calm,Happy
4.28,0.23,4.87,6.09,4.9,0.01,Calm,Happy
3.89,0.26,4.97,5.62,5.21,0.01,Calm,Happy
3.67,0.27,5.16,5.01,5.23,0.01,Calm,Happy
3.72,0.27,5.19,4.66,5.3,0,Calm,Happy
3.83,0.26,5.26,4.51,5.38,0.01,Calm,Happy
4.07,0.25,5.32,5.07,5.43,0.01,Calm,Happy
4.91,0.2,5.37,6.16,5.42,0.04,Calm,Happy
5.55,0.18,5.37,6.66,5.35,0.04,Calm,Happy
5.74,0.17,5.38,6.72,5.33,0.03,Calm,Happy
5.75,0.17,5.35,6.73,5.22,0.03,Calm,Happy
5.82,0.17,5.42,6.85,5.25,0.03,Calm,Happy
5.87,0.17,5.37,6.97,4.82,0.03,Calm,Happy
5.87,0.17,5.31,6.99,4.65,0.03,Calm,Happy
5.87,0.17,5.43,7,4.58,0.03,Calm,Happy
5.87,0.17,5.41,7.09,4.36,0.03,Calm,Happy
5.86,0.17,5.36,7.23,4.27,0.03,Calm,Happy
5.8,0.17,5.31,7.31,4.32,0.03,Calm,Happy
5.55,0.18,7.29,7.38,5.23,0.03,Calm,Happy
6.14,0.16,7.37,8.32,5.24,0,Calm,Happy
7.02,0.14,7.36,8.95,5.25,0,Calm,Happy
7.26,0.14,7.37,9.14,5.21,0,Calm,Happy
7.28,0.14,7.35,9.17,5.19,0,Calm,Happy
7.28,0.14,7.35,9.18,5.19,0,Calm,Happy
7.28,0.14,7.34,9.19,5.19,0,Calm,Happy
7.28,0.14,7.34,9.2,5.26,0,Calm,Happy
7.28,0.14,7.38,9.19,5.26,0,Calm,Happy
7.29,0.14,7.37,9.19,5.25,0,Calm,Happy
7.31,0.14,7.19,9.18,4.06,0,Calm,Happy
7.23,0.14,5.26,9.04,3.48,0,Calm,Happy
6.69,0.15,5.13,8.43,3.46,0,Calm,Happy
