alpha,arousal1,betha,theta,gamma,valence1
3.3,0.303,3.38,3.58,2.18,-0.0211
3.36,0.298,3.38,4.02,2.23,-0.00237
3.42,0.293,3.39,4.29,2.42,0.00173
3.37,0.297,3.38,4.45,2.42,0.00359
3.38,0.296,3.29,4.89,2.45,0.00983
3.52,0.284,3.08,5.23,2.43,-0.00393
3.61,0.277,2.96,5.31,2.33,-0.0224
3.54,0.282,2.93,5.33,2.27,-0.0353
3.56,0.281,2.8,5.34,2.24,-0.024
3.71,0.269,2.7,5.33,2.18,-0.00678
3.92,0.255,3.1,5.31,2.1,0.00138
4.01,0.249,3.21,5.27,2.16,-0.00121
3.99,0.25,3.28,5.16,2.26,-0.00904
3.99,0.251,3.28,5.1,2.02,-0.0123
3.96,0.252,3.33,5.03,1.95,-0.0133
3.95,0.253,3.36,4.59,1.86,-0.0126
3.93,0.254,3.26,3.94,1.92,-0.000265
4,0.25,3.32,4.02,1.92,0.0119
4.01,0.25,3.31,4.16,1.97,0.0152
3.9,0.257,3.32,4.19,1.98,0.0126
3.74,0.268,3.1,4.33,2.04,0.00376
3.6,0.278,2.93,4.58,2.04,0.00232
3.63,0.275,2.75,4.62,2.07,0.0134
3.67,0.272,2.69,4.6,2.02,0.0298
3.74,0.268,2.74,4.75,2.07,0.043
3.84,0.261,2.58,5.03,2.13,0.0499
3.82,0.262,2.61,5.16,2.16,0.0546
3.72,0.269,2.81,5.13,2.27,0.058
3.62,0.276,2.91,5.04,2.27,0.0601
3.71,0.269,2.99,4.99,2.3,0.0492
3.75,0.266,3.05,4.99,2.46,0.0452
3.71,0.27,3.22,4.86,2.53,0.0488
3.54,0.283,3.3,4.7,2.61,0.0489
3.4,0.295,3.44,4.67,2.65,0.0302
3.37,0.297,3.52,4.62,2.54,0.00661
3.29,0.304,3.57,4.24,2.53,-0.00953
3.09,0.324,3.55,3.4,2.52,-0.0252
2.78,0.36,3.59,2.85,2.43,-0.0489
2.68,0.373,3.48,2.9,2.43,-0.052
2.44,0.41,3.42,2.73,2.43,-0.0705
2.01,0.498,3.56,2.73,2.38,-0.102
2.07,0.483,3.49,2.64,2.28,-0.0921
2.45,0.408,3.39,2.51,2.24,-0.0652
2.67,0.374,3.27,2.74,2.08,-0.0384
2.7,0.371,3.19,3.41,2.06,-0.0158
2.69,0.371,3.16,4.4,2.11,-0.00386
3.19,0.313,3.09,4.99,2.09,0.0045
3.67,0.273,3.2,5.09,2.12,0.0163
3.93,0.254,3.15,5.14,2.08,0.0189
4.07,0.246,3.12,5.22,2.06,0.0199
4.09,0.244,3.07,5.25,2.08,0.0212
4.12,0.243,2.97,5.26,2.24,0.0201
4.12,0.243,2.93,5.26,2.28,0.022
4.08,0.245,3.01,5.26,2.29,0.025
4.09,0.244,3.37,5.26,2.37,0.0235
4.22,0.237,3.44,5.23,2.28,0.0158
4.24,0.236,3.43,4.98,2.29,0.0103
4.08,0.245,3.38,4.57,2.3,0.00538
3.84,0.261,3.38,4.56,2.21,0.000244
3.52,0.284,3.41,4.63,2.22,-0.0153
3.52,0.284,3.46,4.63,2.2,-0.0218
3.63,0.276,3.47,4.64,2.02,-0.015
3.64,0.275,3.64,4.69,2.07,-0.0115
3.69,0.271,3.67,5.19,2.11,-0.00401
3.9,0.256,3.52,5.6,1.97,0.00868
3.94,0.254,3.29,5.69,1.8,0.0189
3.79,0.264,3.23,5.67,1.94,0.0389
3.71,0.269,3.31,5.64,1.94,0.0536
3.78,0.265,3.43,5.58,1.94,0.0505
3.83,0.261,3.41,5.5,2.03,0.0471
3.78,0.265,3.46,5.45,2.08,0.0481
3.65,0.274,3.45,5.45,2.07,0.0503
3.59,0.279,3.3,5.45,2.09,0.0488
3.51,0.285,3.24,5.29,2.22,0.0479
3.28,0.305,3.2,4.69,2.16,0.0436
2.94,0.34,3.2,4.16,2.18,0.0368
2.57,0.389,3.28,4.16,2.2,-0.0189
2.62,0.381,3.29,4.17,2.13,-0.0467
2.62,0.382,3.34,4.08,2.23,-0.0537
2.56,0.391,3.25,4.31,2.23,-0.0774
2.59,0.386,3.14,4.76,2.12,-0.0715
2.65,0.377,3.14,5,2.18,-0.0446
2.64,0.378,3.1,5.05,2.25,-0.0287
2.64,0.379,3.08,5.07,2.2,-0.0282
2.63,0.381,3.01,5.08,2.08,-0.0259
2.65,0.378,3.06,5.01,2.06,-0.0217
2.69,0.371,3.27,4.93,2.11,-0.00864
2.8,0.358,3.27,4.89,2.14,0.0118
2.98,0.336,3.25,4.87,2.03,0.0244
3.05,0.328,3.01,4.9,1.97,0.0298
3.03,0.33,2.95,4.76,1.99,0.0279
3.08,0.325,2.93,4.22,1.99,0.0249
3.18,0.314,2.9,3.55,1.9,0.0217
3.28,0.305,3.04,3.9,1.83,0.02
3.46,0.289,3.06,4.73,1.85,0.017
3.59,0.278,3.12,5.15,1.87,0.0122
3.63,0.275,3.03,5.22,1.87,0.0099
3.58,0.279,2.64,5.21,1.82,0.0101
3.52,0.284,2.65,5.24,1.86,0.0101
3.53,0.283,2.83,5.32,1.86,0.0166
3.5,0.286,2.85,5.38,1.86,0.028
3.44,0.291,2.94,5.43,1.95,0.0358
3.33,0.3,3.1,5.44,2.08,0.0405
3.29,0.304,3.15,5.43,2.01,0.0394
3.23,0.31,3.07,5.3,2.02,0.0463
3.04,0.329,3.03,4.83,2.11,0.0649
2.82,0.355,3.02,4.29,2.12,0.11
3.62,0.276,3.75,3.6,2.46,0.0282
3.63,0.276,3.73,3.37,2.43,0.0292
3.39,0.295,3.7,3.44,2.38,0.0301
3.07,0.326,3.6,3.45,2.37,0.0183
3.1,0.322,3.63,3.51,2.3,-0.0109
3.44,0.291,3.57,3.45,2.13,-0.0294
3.7,0.27,3.52,3.47,1.98,-0.0365
3.81,0.262,3.69,3.61,1.99,-0.0362
3.84,0.261,3.61,3.55,2,-0.0299
3.86,0.259,3.66,3.63,1.96,-0.0267
3.83,0.261,3.36,3.69,1.81,-0.025
3.83,0.261,3.44,3.62,1.87,-0.0205
3.8,0.263,3.44,3.44,1.88,-0.0177
3.79,0.264,3.47,3.41,1.94,-0.0172
3.82,0.262,3.33,3.43,1.88,-0.015
3.74,0.268,3.38,3.3,1.9,-0.0127
3.37,0.297,3.43,3.26,1.88,0.00344
2.93,0.341,3.45,3.24,1.75,0.0667
2.84,0.352,3.2,3.92,1.7,0.0738
2.72,0.368,3.18,4.28,1.69,0.043
2.83,0.353,3.14,4.41,1.68,0.025
2.78,0.359,3.15,4.62,1.78,0.0153
2.65,0.378,2.92,4.75,1.7,0.0115
2.56,0.391,2.97,4.77,1.88,0.00296
2.56,0.391,3.01,4.77,1.93,-0.00883
2.82,0.354,3.04,4.8,2.02,0.00291
2.96,0.337,2.88,4.82,2.1,0.0211
3,0.333,2.99,4.82,2.27,0.0119
3.17,0.315,3.03,4.71,2.32,-0.00517
3.23,0.31,3.02,4.43,2.5,-0.00198
3.17,0.315,2.97,4.19,2.53,0.0072
3.09,0.324,3.04,3.97,2.55,0.0103
2.99,0.334,3.28,3.62,2.52,0.00613
2.98,0.336,3.3,3.38,2.57,0.003
3.02,0.331,3.28,3.57,2.45,0.00568
2.9,0.345,3.25,4.43,2.37,0.0029
2.81,0.356,3.21,5.06,2.44,-0.0335
2.99,0.335,3.24,5.21,2.38,-0.0409
2.95,0.339,3.22,5.23,2.2,-0.031
2.65,0.377,3.2,5.27,2.2,-0.0077
2.58,0.387,3.23,5.3,2.04,0.0128
2.67,0.375,3.31,5.3,2.07,0.0302
2.83,0.353,3.1,5.3,2.04,0.0242
2.99,0.334,2.92,5.31,2.02,0.00887
3,0.333,2.85,5.32,1.95,0.00262
2.98,0.336,2.9,5.24,2.35,-0.0037
2.99,0.334,2.92,4.84,2.57,0.00948
2.79,0.358,3.12,4.1,2.46,0.0209
2.66,0.376,3.11,3.83,2.49,0.0222
2.82,0.355,3.02,3.93,2.46,0.0184
2.85,0.351,3.02,3.75,2.41,0.0199
2.8,0.357,3.03,3.76,2.39,0.0154
2.67,0.375,3.05,4.18,2.51,0.00857
2.46,0.407,3.16,4.73,2.66,0.0119
2.39,0.418,3.16,5.08,2.73,0.0245
2.47,0.405,3.27,5.17,2.76,0.0279
2.64,0.379,3.19,5.25,2.49,0.0077
2.68,0.374,3.17,5.34,2.49,-0.0128
2.67,0.375,3.03,5.37,2.52,-0.0102
2.9,0.345,3.02,5.36,2.6,-0.0472
3.35,0.298,3.08,5.41,2.71,-0.0565
3.54,0.283,3.07,5.44,2.76,-0.043
3.61,0.277,3.18,5.43,2.83,-0.0331
3.65,0.274,2.98,5.29,2.7,-0.0241
3.67,0.273,2.98,4.93,2.63,-0.0156
3.66,0.273,2.95,4.57,2.56,-0.0146
3.6,0.278,2.88,4.54,2.53,-0.0167
3.54,0.282,2.93,4.42,2.55,-0.0194
3.53,0.283,2.95,4.12,2.75,-0.0209
3.47,0.289,2.88,4.05,2.71,-0.0152
3.16,0.316,2.87,4.04,2.61,0.0082
2.67,0.375,2.76,4.11,2.51,0.0611
2.22,0.449,2.73,4.11,2.34,0.0823
2.24,0.446,2.64,4.03,2.33,0.0395
2.44,0.41,2.71,4.06,2.48,0.0267
2.42,0.414,2.81,4.21,2.47,0.00293
2.84,0.352,3.03,4.55,2.52,-0.0776
3.09,0.323,3.22,4.69,2.55,-0.104
3.15,0.317,3.29,4.67,2.37,-0.106
3.18,0.315,3.29,4.69,2.07,-0.097
3.21,0.312,3.25,4.71,2.19,-0.0943
3.23,0.309,3.32,4.64,2.21,-0.104
3.28,0.305,3.35,4.53,2.26,-0.114
3.31,0.302,3.31,4.56,2.33,-0.114
3.21,0.312,3.45,4.57,2.36,-0.135
3.16,0.317,3.44,4.57,2.13,-0.178
3.17,0.315,3.45,4.47,2.13,-0.178
3.11,0.322,3.19,4.09,2,-0.132
2.98,0.335,3.09,3.84,1.99,-0.107
2.97,0.337,3.04,3.93,2.02,-0.0989
2.97,0.337,3.09,3.98,1.97,-0.117
2.99,0.334,3.07,3.96,1.85,-0.122
3.04,0.329,3.22,3.86,1.88,-0.0905
3.03,0.33,3.2,3.74,1.84,-0.0628
2.98,0.336,3.16,3.63,1.9,-0.0618
2.94,0.34,2.9,3.59,1.82,-0.0695
2.92,0.342,2.86,3.59,1.88,-0.0606
2.76,0.362,2.94,3.7,1.82,-0.0492
2.53,0.395,3.03,3.74,1.8,-0.0261
2.94,0.341,3.18,4.35,1.82,0.0207
3.28,0.305,3.16,4.91,1.82,0.0285
3.39,0.295,3.15,5.04,1.86,0.0262
3.38,0.296,3.06,5.01,1.81,0.0274
3.29,0.304,2.99,5.03,1.79,0.0278
3.24,0.309,3.03,5.04,1.67,0.0289
3.24,0.309,3.05,5.05,1.74,0.0292
3.31,0.302,3.07,5.06,1.97,0.0282
3.87,0.259,3.67,4.32,2.33,0.0111
3.87,0.259,3.35,4.18,2.02,0.0157
3.87,0.259,3.27,3.97,2,0.0159
3.9,0.257,3.26,3.89,1.95,0.0162
3.97,0.252,3.27,3.84,1.92,0.0145
3.93,0.255,3.34,3.96,2.04,0.0143
3.69,0.271,3.5,4.37,2.15,0.0199
3.49,0.286,3.54,4.51,2.17,0.0254
3.58,0.279,3.51,4.64,2.02,0.0209
3.54,0.282,3.4,4.84,1.91,0.00456
3.34,0.3,3.35,5.01,1.9,-0.0233
3.29,0.304,3.33,5.16,1.95,-0.0484
3.31,0.302,3.34,5.29,2.01,-0.0561
3.3,0.303,3.28,5.33,1.98,-0.0604
3.17,0.316,3.36,5.35,2.14,-0.0742
3.05,0.328,3.45,5.35,2.16,-0.0921
3.05,0.327,3.29,5.31,2.01,-0.102
3.06,0.327,3.07,5.23,1.93,-0.1
2.82,0.354,3.06,5.19,1.91,-0.0982
2.62,0.382,3.06,5.13,2.07,-0.0958
2.51,0.399,3.06,5.02,2.14,-0.086
2.43,0.411,3.06,4.87,2.15,-0.101
2.42,0.413,3.51,4.72,2.3,-0.128
2.38,0.42,3.46,4.77,2.3,-0.129
2.59,0.386,3.42,5.03,2.31,-0.0653
2.86,0.35,3.32,5.13,2.24,-0.00991
2.8,0.357,3.3,5.12,2.25,0.0152
2.81,0.356,3.28,5.04,2.31,0.00369
2.88,0.348,3.32,4.95,2.34,-0.00614
3.02,0.332,3.43,4.81,2.45,-0.0245
3.18,0.314,3.55,4.78,2.33,-0.0412
3.18,0.314,3.55,4.89,2.28,-0.0397
3.2,0.312,3.52,4.92,2.15,-0.0352
3.18,0.315,3.12,4.93,2.01,-0.0365
3.24,0.309,3.13,4.77,1.97,-0.028
3.25,0.308,3.13,4.42,1.86,-0.036
3.2,0.312,3.17,4.34,1.85,-0.0455
3.28,0.305,3.32,4.4,1.97,-0.0484
3.52,0.284,3.32,4.4,1.99,-0.045
3.76,0.266,3.32,4.39,1.88,-0.0318
3.87,0.258,2.97,4.41,1.65,-0.0203
3.87,0.258,2.92,4.54,1.69,-0.0115
3.96,0.252,2.96,4.54,1.71,-0.0108
4.04,0.248,3.04,4.54,1.85,-0.0137
4.09,0.244,3.02,4.54,1.89,-0.0186
4.13,0.242,3.03,4.43,1.9,-0.0185
4.16,0.24,3.07,4.36,1.89,-0.0142
4.19,0.239,3.01,4.27,1.76,-0.0103
4.14,0.242,2.87,4.25,1.59,-0.00711
3.98,0.251,3.01,4.26,1.69,-0.002
3.86,0.259,2.93,4.78,1.73,0.00797
3.87,0.259,2.96,5.27,1.88,0.012
3.9,0.256,3.12,5.4,2.09,0.0125
3.87,0.259,3.05,5.44,2.09,0.00951
3.83,0.261,3.03,5.43,2.05,0.0121
3.75,0.267,3.04,5.41,2.06,0.0187
3.61,0.277,3.04,5.41,2.07,0.0154
3.46,0.289,2.99,5.41,2.05,0.00566
3.44,0.291,2.93,5.4,2.02,0.00018
3.44,0.291,2.96,5.38,2.14,0.00243
3.35,0.298,3.08,5.36,2.11,-0.00316
3.09,0.324,3.16,5.03,2.13,-0.0154
2.78,0.36,3.12,4.28,1.87,-0.0286
2.79,0.358,2.98,3.52,1.85,-0.0214
2.89,0.346,2.96,3.24,1.73,0.00365
2.88,0.347,2.89,3.31,1.73,0.0212
2.94,0.34,2.87,3.34,1.8,0.00627
2.97,0.336,3.3,3.42,2.15,-0.00445
3.05,0.328,3.29,3.71,2.21,-0.0131
3.17,0.315,3.31,4,2.22,-0.0235
3.2,0.312,3.29,4.02,2.13,-0.0296
3.29,0.304,3.25,3.96,2.14,-0.0292
3.67,0.272,3.22,4.02,2.08,-0.0343
3.85,0.26,3.23,4.38,2.02,-0.0454
3.78,0.265,3.29,4.56,2.28,-0.0627
3.75,0.267,3.33,4.55,2.46,-0.0709
3.72,0.269,3.35,4.55,2.46,-0.0673
3.73,0.268,3.34,4.54,2.26,-0.0633
3.76,0.266,3.08,4.54,2.19,-0.0639
3.7,0.27,3.21,4.51,2.2,-0.0646
3.76,0.266,3.08,4.5,2.22,-0.052
3.88,0.258,3.05,4.74,2.23,-0.0471
3.73,0.268,3.17,5.1,2.25,-0.0525
3.34,0.299,3.11,5.34,2.3,-0.0677
3.12,0.321,3.11,5.31,2.33,-0.0611
3.14,0.318,3.03,5.3,1.95,-0.0307
3.17,0.316,3.02,5.4,1.82,-0.026
3.12,0.32,3,5.45,1.8,-0.025
3.08,0.324,2.98,5.48,1.75,-0.00113
3.16,0.317,2.76,5.5,1.79,0.0262
3.18,0.314,2.95,5.45,1.97,0.0347
2.8,0.357,2.99,5.37,1.91,0.0707
2.72,0.367,2.97,5.27,1.91,0.108
2.78,0.359,2.77,5.1,1.92,0.113
2.79,0.359,2.76,4.88,1.84,0.114
2.74,0.365,2.79,4.71,1.72,0.11
2.69,0.372,2.8,4.5,1.68,0.121
2.68,0.374,2.92,4.3,1.71,0.135
2.89,0.346,2.97,4.28,1.69,0.113
3.23,0.31,3.11,4.19,1.69,0.051
3.27,0.306,3.03,4.06,1.44,0.0187
3.25,0.307,2.85,4.09,1.79,0.015
3.3,0.303,2.96,4.14,1.82,0.0182
3.36,0.298,2.87,4.11,1.83,0.0137
3.36,0.298,2.87,3.85,1.97,0.00717
3.36,0.298,2.9,3.53,2.06,0.00661
3.36,0.298,3.02,3.54,2.09,0.00432
3.48,0.288,3.73,3.98,2.32,0.0259
3.46,0.289,3.7,3.85,2.26,0.023
3.48,0.287,3.64,3.75,2.19,0.0178
3.48,0.287,3.52,3.87,2.11,0.0114
3.44,0.291,3.27,4.15,1.87,0.00241
3.38,0.296,2.84,4.25,1.78,0.005
3.08,0.325,2.71,4.23,1.75,0.0173
2.51,0.399,2.64,4.29,1.69,0.017
2.64,0.379,2.64,4.32,1.7,-0.0222
3.18,0.314,2.63,4.76,1.74,-0.0276
3.43,0.292,2.65,5.15,1.95,-0.0281
3.6,0.278,2.71,5.24,2.12,-0.0199
3.67,0.272,2.72,5.24,2.16,-0.0127
3.67,0.272,2.73,5.29,2.19,-0.00953
3.73,0.268,2.88,5.29,2.17,-0.0093
3.86,0.259,2.91,5.21,2.16,-0.0107
3.87,0.258,2.95,5.15,2.22,-0.014
3.92,0.255,3,5.11,2.23,-0.0148
3.97,0.252,3.02,5.06,2.2,-0.0128
3.88,0.258,2.95,5.03,2.27,-0.0132
3.61,0.277,2.94,4.78,2.23,-0.0128
3.39,0.295,2.93,4.25,2.25,-0.0154
3.29,0.304,2.84,4.04,2.29,-0.0217
3.19,0.314,3.04,3.99,2.37,-0.0299
3.21,0.312,3.03,3.79,2.49,-0.0297
3.08,0.324,2.92,3.86,2.55,-0.03
2.9,0.344,2.82,4.04,2.52,-0.0251
2.85,0.351,2.77,4.09,2.51,-0.0164
2.82,0.354,2.7,4.07,2.47,-0.019
2.88,0.348,2.75,4.07,2.49,-0.0338
2.92,0.342,2.76,4.03,2.45,-0.0419
2.9,0.345,3.01,3.84,2.34,-0.0329
2.92,0.343,3.02,3.68,2.23,-0.0352
2.97,0.337,2.94,3.62,2.06,-0.0531
2.98,0.336,2.82,3.58,1.97,-0.0542
2.92,0.343,2.74,3.64,1.72,-0.0499
2.85,0.351,2.74,3.64,1.62,-0.0667
2.84,0.352,2.72,3.64,1.57,-0.0739
2.77,0.361,2.72,3.62,1.5,-0.0676
2.64,0.379,2.83,3.59,1.79,-0.0488
2.48,0.403,2.79,3.59,1.87,-0.0137
2.45,0.409,2.7,3.53,1.93,0.0164
2.41,0.414,2.58,3.47,1.95,0.0202
2.25,0.444,2.73,3.47,1.97,0.0595
2.24,0.446,2.84,3.46,1.92,0.0941
2.16,0.462,2.83,3.47,1.92,0.0906
2.34,0.428,2.97,3.47,1.93,0.0595
2.61,0.383,3.06,3.23,2.04,0.0265
2.88,0.347,3.17,3.14,2.07,0.00321
3.2,0.313,3.18,3.33,2.03,-0.0165
3.42,0.293,3.14,3.45,1.85,-0.0237
3.5,0.285,3.1,3.45,1.9,-0.0219
3.54,0.283,3.06,3.45,1.98,-0.0172
3.54,0.282,3.11,3.56,2.01,-0.0131
3.53,0.283,3.07,3.64,2.06,-0.0102
3.53,0.284,3.06,3.68,2.16,-0.0093
3.53,0.283,3.11,4.03,2.25,-0.00492
3.5,0.286,3.08,4.28,2.29,0.00246
3.4,0.294,2.96,4.31,2.15,0.00896
3.23,0.31,3.05,4.42,2.18,0.0156
3.09,0.324,3.02,4.56,2.17,0.0206
2.93,0.341,3.05,4.58,2.18,0.0232
2.84,0.352,3.16,4.58,2.07,0.018
2.85,0.351,3.09,4.6,1.91,0.00874
2.95,0.339,3.06,4.64,1.8,0.00298
3.05,0.328,3.19,4.74,1.82,0.00837
3.04,0.329,3.22,4.79,1.86,0.00591
3.05,0.327,3.33,4.65,1.82,-0.0018
3.12,0.321,3.41,4.48,1.9,-0.0137
3.23,0.31,3.5,4.42,1.93,-0.0286
3.18,0.314,3.51,4.3,1.97,-0.0205
3.13,0.319,3.49,4.25,1.96,-0.00882
3.16,0.316,3.5,4.27,1.87,-0.0173
3.18,0.314,3.65,4.24,2.05,-0.021
3.32,0.301,3.7,4.32,2.09,-0.00656
3.34,0.299,3.68,4.6,2.15,-0.00703
3.33,0.301,3.58,4.66,2.09,-0.0147
3.34,0.299,3.47,4.61,2.03,-0.00957
3.29,0.304,3.34,4.66,1.87,-0.00753
3.22,0.311,3.22,4.66,1.95,-0.00869
3.34,0.3,3.15,4.59,2.03,-0.0119
3.52,0.284,3.25,4.47,1.98,-0.0202
3.5,0.286,3.27,4.42,1.95,-0.0207
3.5,0.286,3.24,4.42,1.95,-0.0123
3.46,0.289,2.98,4.45,1.81,-0.0153
3.35,0.299,2.99,4.28,1.87,-0.0268
3.26,0.307,2.99,3.9,1.72,-0.0285
3.24,0.309,2.96,3.86,1.72,-0.031
3.25,0.308,2.94,4.18,1.78,-0.0398
3.42,0.292,2.99,4.46,1.81,-0.022
3.41,0.293,3,4.53,1.77,-0.0101
3.2,0.312,2.82,4.52,1.65,-0.00106
2.94,0.34,2.68,4.49,1.69,0.0165
2.88,0.347,2.67,4.51,1.73,0.0125
2.84,0.352,2.76,4.56,1.71,0.00689
2.75,0.363,2.72,4.55,1.74,0.0206
2.77,0.362,2.81,4.45,1.61,0.00319
2.95,0.339,3.02,4.35,1.73,-0.0196
3.17,0.315,3.1,4.19,1.81,-0.0221
3.31,0.302,3.16,3.62,1.79,-0.0328
3.36,0.298,3.04,3.02,1.74,-0.0558
3.35,0.298,3.08,2.87,1.84,-0.0684
3.36,0.298,3.07,2.95,1.86,-0.0688
